Scenario,ScenarioName,Algorithm,Seed,WaitingTime,Energy,PeakPowerWatts
1,Balanced,GA_Energy_Dominance,201,8.308000,0.400531543,177291.962
1,Balanced,GA_Energy_Dominance,201,7.964000,0.409073106,176200.177
1,Balanced,GA_Energy_Dominance,201,8.608000,0.392795055,156771.978
1,Balanced,GA_Energy_Dominance,201,8.388000,0.394561543,149470.651
1,Balanced,GA_Energy_Dominance,201,8.306000,0.401134543,158424.401
1,Balanced,GA_Energy_Dominance,201,8.734000,0.384426815,163246.998
1,Balanced,GA_Energy_Dominance,201,8.686000,0.388081800,144942.590
1,Balanced,GA_Energy_Dominance,201,9.060000,0.376899119,156166.508
1,Balanced,GA_Energy_Dominance,201,8.876000,0.384214292,174375.784
1,Balanced,GA_Energy_Dominance,201,8.974000,0.383284845,142183.799
1,Balanced,GA_Energy_Dominance,201,9.362000,0.363624616,129303.891
