Scenario,ScenarioName,Algorithm,CapWatts,NumSeeds,MeanFeasibilityRate,StdFeasibilityRate,MinFeasibilityRate,MaxFeasibilityRate,TotalSolutionsAcrossSeeds,TotalFeasibleAcrossSeeds
2,GPU_Stress,NSGA-II,16592.3,10,0.9853,0.0179,0.9474,1.0000,430,424
2,GPU_Stress,NSGA-II,15807.7,10,0.8274,0.0574,0.7556,0.9286,430,356
2,GPU_Stress,NSGA-II,14092.8,10,0.4013,0.1138,0.1842,0.5714,430,173
2,GPU_Stress,NSGA-II,11702.2,10,0.0024,0.0075,0.0000,0.0238,430,1
2,GPU_Stress,SPEA-II,16592.3,10,0.9602,0.0398,0.8710,1.0000,390,375
2,GPU_Stress,SPEA-II,15807.7,10,0.7842,0.0748,0.6774,0.9000,390,307
2,GPU_Stress,SPEA-II,14092.8,10,0.3359,0.1513,0.1220,0.5161,390,128
2,GPU_Stress,SPEA-II,11702.2,10,0.0025,0.0079,0.0000,0.0250,390,1
2,GPU_Stress,AMOSA,16592.3,10,0.9242,0.1230,0.7143,1.0000,165,153
2,GPU_Stress,AMOSA,15807.7,10,0.4481,0.2904,0.1111,0.9333,165,94
2,GPU_Stress,AMOSA,14092.8,10,0.3805,0.2820,0.1111,0.9000,165,83
2,GPU_Stress,AMOSA,11702.2,10,0.0000,0.0000,0.0000,0.0000,165,0
2,GPU_Stress,GA_WaitingTime_Dominance_PC90,16592.3,10,1.0000,0.0000,1.0000,1.0000,171,171
2,GPU_Stress,GA_WaitingTime_Dominance_PC90,15807.7,10,0.1714,0.1690,0.0000,0.4375,171,28
2,GPU_Stress,GA_WaitingTime_Dominance_PC90,14092.8,10,0.0000,0.0000,0.0000,0.0000,171,0
2,GPU_Stress,GA_WaitingTime_Dominance_PC90,11702.2,10,0.0000,0.0000,0.0000,0.0000,171,0
2,GPU_Stress,GA_Energy_Dominance_PC90,16592.3,10,1.0000,0.0000,1.0000,1.0000,559,559
2,GPU_Stress,GA_Energy_Dominance_PC90,15807.7,10,0.9978,0.0069,0.9783,1.0000,559,558
2,GPU_Stress,GA_Energy_Dominance_PC90,14092.8,10,0.9724,0.0257,0.9286,1.0000,559,544
2,GPU_Stress,GA_Energy_Dominance_PC90,11702.2,10,0.2909,0.1058,0.1452,0.4808,559,163
2,GPU_Stress,SA_WaitingTime_Dominance_PC90,16592.3,10,1.0000,0.0000,1.0000,1.0000,173,173
2,GPU_Stress,SA_WaitingTime_Dominance_PC90,15807.7,10,0.1401,0.1634,0.0000,0.4737,173,26
2,GPU_Stress,SA_WaitingTime_Dominance_PC90,14092.8,10,0.0000,0.0000,0.0000,0.0000,173,0
2,GPU_Stress,SA_WaitingTime_Dominance_PC90,11702.2,10,0.0000,0.0000,0.0000,0.0000,173,0
2,GPU_Stress,SA_Energy_Dominance_PC90,16592.3,10,1.0000,0.0000,1.0000,1.0000,942,942
2,GPU_Stress,SA_Energy_Dominance_PC90,15807.7,10,0.9929,0.0226,0.9286,1.0000,942,939
2,GPU_Stress,SA_Energy_Dominance_PC90,14092.8,10,0.8426,0.0865,0.6429,0.9161,942,817
2,GPU_Stress,SA_Energy_Dominance_PC90,11702.2,10,0.4716,0.1301,0.2059,0.6434,942,497
2,GPU_Stress,NSGA-II_PC90,16592.3,10,1.0000,0.0000,1.0000,1.0000,398,398
2,GPU_Stress,NSGA-II_PC90,15807.7,10,0.8514,0.0616,0.7317,0.9302,398,340
2,GPU_Stress,NSGA-II_PC90,14092.8,10,0.3323,0.1469,0.1316,0.4902,398,138
2,GPU_Stress,NSGA-II_PC90,11702.2,10,0.0000,0.0000,0.0000,0.0000,398,0
2,GPU_Stress,SPEA-II_PC90,16592.3,10,1.0000,0.0000,1.0000,1.0000,391,391
2,GPU_Stress,SPEA-II_PC90,15807.7,10,0.8380,0.0579,0.7500,0.9167,391,329
2,GPU_Stress,SPEA-II_PC90,14092.8,10,0.3689,0.1384,0.0588,0.5250,391,146
2,GPU_Stress,SPEA-II_PC90,11702.2,10,0.0063,0.0198,0.0000,0.0625,391,3
2,GPU_Stress,AMOSA_PC90,16592.3,10,1.0000,0.0000,1.0000,1.0000,159,159
2,GPU_Stress,AMOSA_PC90,15807.7,10,0.4381,0.2872,0.0909,0.9000,159,83
