Scenario,ScenarioName,Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,ParetoContribution,TimeMs,WaitingTime_Best,Energy_Best,PeakPower_Min,PeakPower_Mean
2,GPU_Stress,AMOSA_PC_190kW,206,0.384841,0.064942,0.161513,0.009832,33,0,8575,6.692000,0.600406754,177427.585,185333.029
2,GPU_Stress,AMOSA_PC_190kW,207,0.371921,0.073364,0.174997,0.009457,27,0,8551,6.934000,0.605612023,176107.574,186128.129
2,GPU_Stress,AMOSA_PC_190kW,208,0.365428,0.071631,0.167326,0.008969,29,0,8623,6.618000,0.613860562,179853.799,185905.966
2,GPU_Stress,AMOSA_PC_190kW,209,0.341777,0.070882,0.193260,0.009596,27,0,8614,6.850000,0.629763128,177319.008,185298.128
2,GPU_Stress,AMOSA_PC_190kW,MEAN,0.367997,0.084108,0.180022,0.009653,,0,8598,6.618000,0.585173454,169115.401,185619.142
2,GPU_Stress,AMOSA_PC_120kW,200,0.153893,0.377093,0.490574,0.000000,1,0,8489,12.514000,0.661603808,133288.115,133288.115
2,GPU_Stress,AMOSA_PC_120kW,201,0.144691,0.334810,0.418723,0.000000,1,0,8520,10.744000,0.717974085,147405.212,147405.212
2,GPU_Stress,AMOSA_PC_120kW,202,0.070306,0.538249,0.589628,0.000000,1,0,8409,13.452000,0.755679414,122347.131,122347.131
2,GPU_Stress,AMOSA_PC_120kW,203,0.111298,0.446982,0.493757,0.000000,2,0,8526,12.002000,0.729689999,118760.376,119044.245
2,GPU_Stress,AMOSA_PC_120kW,204,0.078257,0.485126,0.545617,0.000000,1,0,8523,12.600000,0.760998799,132160.319,132160.319
2,GPU_Stress,AMOSA_PC_120kW,205,0.132210,0.392164,0.465820,0.000000,1,0,8537,11.718000,0.711257377,131394.427,131394.427
2,GPU_Stress,AMOSA_PC_120kW,206,0.139074,0.404493,0.533483,0.000000,1,0,8519,13.262000,0.654848348,133755.289,133755.289
2,GPU_Stress,AMOSA_PC_120kW,207,0.125189,0.402682,0.474328,0.000000,1,0,8492,11.810000,0.717496226,136585.452,136585.452
2,GPU_Stress,AMOSA_PC_120kW,208,0.142470,0.354662,0.435116,0.000000,1,0,8575,11.128000,0.712613285,132039.717,132039.717
2,GPU_Stress,AMOSA_PC_120kW,209,0.137895,0.392067,0.467381,0.000000,1,0,8488,11.838000,0.701636649,132933.381,132933.381
2,GPU_Stress,AMOSA_PC_120kW,MEAN,0.123528,0.412833,0.491443,0.000000,,0,8507,10.744000,0.654848348,118760.376,130908.867
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,200,0.013611,0.253469,0.482597,0.000000,1,0,6642,8.946000,0.855563262,201624.238,201624.238
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,201,0.000000,0.304157,0.523706,0.000000,1,0,6619,9.504000,0.880477594,194199.268,194199.268
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,202,0.000000,0.417071,0.596415,0.000000,1,0,6624,10.848000,0.923775267,198537.651,198537.651
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,203,0.008251,0.398524,0.559712,0.000000,1,0,6638,10.996000,0.858157916,197271.202,197271.202
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,204,0.000000,0.201618,0.485910,0.000000,1,0,6662,7.846000,0.887183273,198847.891,198847.891
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,205,0.035509,0.341009,0.500903,0.000000,1,0,6637,10.282000,0.832437212,196153.034,196153.034
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,206,0.011909,0.252993,0.484026,0.000000,1,0,6638,8.930000,0.857002442,195993.845,195993.845
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,207,0.000000,0.352525,0.551808,0.000000,1,0,6621,10.132000,0.891746611,191019.034,191019.034
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,208,0.202733,0.113165,0.293304,0.000000,1,0,6622,7.514000,0.719616636,191884.029,191884.029
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,209,0.000000,0.371932,0.572319,0.000000,1,0,6643,10.144000,0.925419963,198228.549,198228.549
2,GPU_Stress,GA_WaitingTime_Dominance_PC_190kW,MEAN,0.027201,0.300646,0.505070,0.000000,,0,6634,7.514000,0.719616636,191019.034,196375.874
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,200,0.013611,0.253469,0.482597,0.000000,1,0,6644,8.946000,0.855563262,201624.238,201624.238
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,201,0.000000,0.304157,0.523706,0.000000,1,0,6619,9.504000,0.880477594,194199.268,194199.268
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,202,0.000000,0.417071,0.596415,0.000000,1,0,6634,10.848000,0.923775267,198537.651,198537.651
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,203,0.008251,0.398524,0.559712,0.000000,1,0,6626,10.996000,0.858157916,197271.202,197271.202
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,204,0.000000,0.201618,0.485910,0.000000,1,0,6637,7.846000,0.887183273,198847.891,198847.891
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,205,0.035509,0.341009,0.500903,0.000000,1,0,6626,10.282000,0.832437212,196153.034,196153.034
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,206,0.011909,0.252993,0.484026,0.000000,1,0,6626,8.930000,0.857002442,195993.845,195993.845
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,207,0.000000,0.352525,0.551808,0.000000,1,0,6636,10.132000,0.891746611,191019.034,191019.034
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,208,0.202733,0.113165,0.293304,0.000000,1,0,6642,7.514000,0.719616636,191884.029,191884.029
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,209,0.000000,0.371932,0.572319,0.000000,1,0,6654,10.144000,0.925419963,198228.549,198228.549
2,GPU_Stress,GA_WaitingTime_Dominance_PC_120kW,MEAN,0.027201,0.300646,0.505070,0.000000,,0,6634,7.514000,0.719616636,191019.034,196375.874
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,200,0.595290,0.155620,0.188618,0.009525,63,0,5780,8.090000,0.296347354,51535.881,131371.490
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,201,0.602270,0.165039,0.169772,0.019777,50,0,5771,7.626000,0.307469864,47451.733,118925.979
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,202,0.592626,0.156485,0.177280,0.013932,62,0,5831,7.756000,0.301457784,43190.238,132071.973
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,203,0.591870,0.192016,0.173548,0.009710,58,0,5789,7.934000,0.307758460,52419.911,134103.993
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,204,0.575918,0.196644,0.172680,0.020222,48,0,5801,7.692000,0.306733356,57442.095,137347.844
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,205,0.621951,0.170754,0.140558,0.017034,57,0,5748,7.438000,0.304894553,56306.620,141145.747
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,206,0.595657,0.191005,0.159561,0.016237,59,0,5710,7.652000,0.313139968,54824.069,130290.595
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,207,0.595517,0.166354,0.175720,0.009957,49,0,5817,7.754000,0.305180392,52383.529,140656.848
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,208,0.617888,0.168879,0.149354,0.013416,43,0,5778,7.410000,0.301714433,45120.636,133447.457
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,209,0.587583,0.157150,0.176428,0.025392,44,0,5751,8.436000,0.300740938,53135.677,131138.522
2,GPU_Stress,GA_Energy_Dominance_PC_190kW,MEAN,0.597657,0.171995,0.168352,0.015520,,0,5777,7.410000,0.296347354,43190.238,133048.531
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,200,0.341262,0.134453,0.642568,0.011668,27,0,5752,14.150000,0.296347354,51535.881,85374.795
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,201,0.332306,0.181202,0.642809,0.012688,29,0,5744,13.564000,0.307469864,47451.733,78641.883
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,202,0.357751,0.149967,0.632866,0.009983,28,0,5795,13.548000,0.301457784,43190.238,82801.012
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,203,0.377171,0.242940,0.571695,0.010891,30,0,5752,12.878000,0.307758460,52419.911,94993.134
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,204,0.349963,0.218791,0.636219,0.012433,18,0,5768,13.386000,0.306733356,57442.095,83888.237
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,205,0.362979,0.226121,0.622297,0.007725,22,0,5703,13.184000,0.304894553,56306.620,95838.051
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,206,0.367940,0.236533,0.577952,0.009400,33,0,5704,12.870000,0.313139968,54824.069,94399.970
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,207,0.352954,0.203213,0.606555,0.016957,19,0,5794,13.296000,0.305180392,52383.529,86807.869
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,208,0.350914,0.216879,0.675407,0.006563,16,0,5709,13.452000,0.301714433,45120.636,76994.174
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,209,0.363692,0.152158,0.605717,0.016891,19,0,5734,13.568000,0.300740938,53135.677,85781.592
2,GPU_Stress,GA_Energy_Dominance_PC_120kW,MEAN,0.355693,0.196226,0.621409,0.011520,,0,5745,12.870000,0.296347354,43190.238,87131.483
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,200,0.180249,0.069630,0.301372,0.000000,1,0,5279,6.744000,0.744538749,203420.187,203420.187
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,201,0.076381,0.200690,0.404227,0.000000,1,0,5112,8.366000,0.806764866,197192.370,197192.370
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,202,0.090457,0.083093,0.369219,0.000000,1,0,5402,6.736000,0.805554673,204570.416,204570.416
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,203,0.000000,0.174321,0.488611,0.000000,1,0,5356,6.910000,0.907642929,207446.906,207446.906
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,204,0.000000,0.210086,0.516702,0.000000,1,0,5313,7.060000,0.943754005,214800.437,214800.437
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,205,0.099104,0.096511,0.362550,0.000000,2,0,5367,6.890000,0.798788108,207473.171,207473.171
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,206,0.000000,0.148694,0.476126,0.000000,1,0,5105,6.670000,0.894075043,215126.161,215126.161
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,207,0.240485,0.063304,0.267530,0.002317,3,0,5372,6.916000,0.701204271,207712.110,207712.110
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,208,0.077559,0.097725,0.381668,0.000000,1,0,5248,6.936000,0.813396325,215549.411,215549.411
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,209,0.251863,0.048482,0.262937,0.000000,1,0,5287,6.756000,0.695734737,217628.585,217628.585
2,GPU_Stress,SA_WaitingTime_Dominance_PC_190kW,MEAN,0.101610,0.119254,0.383094,0.000232,,0,5284,6.670000,0.695734737,197192.370,208512.933
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,200,0.180249,0.069630,0.301372,0.000000,1,0,5295,6.744000,0.744538749,203420.187,203420.187
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,201,0.076381,0.200690,0.404227,0.000000,1,0,5135,8.366000,0.806764866,197192.370,197192.370
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,202,0.090457,0.083093,0.369219,0.000000,1,0,5416,6.736000,0.805554673,204570.416,204570.416
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,203,0.000000,0.174321,0.488611,0.000000,1,0,5344,6.910000,0.907642929,207446.906,207446.906
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,204,0.000000,0.210086,0.516702,0.000000,1,0,5286,7.060000,0.943754005,214800.437,214800.437
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,205,0.099104,0.096511,0.362550,0.000000,2,0,5328,6.890000,0.798788108,207473.171,207473.171
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,206,0.000000,0.148694,0.476126,0.000000,1,0,5128,6.670000,0.894075043,215126.161,215126.161
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,207,0.240485,0.063304,0.267530,0.002317,3,0,5336,6.916000,0.701204271,207712.110,207712.110
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,208,0.077559,0.097725,0.381668,0.000000,1,0,5275,6.936000,0.813396325,215549.411,215549.411
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,209,0.251863,0.048482,0.262937,0.000000,1,0,5278,6.756000,0.695734737,217628.585,217628.585
2,GPU_Stress,SA_WaitingTime_Dominance_PC_120kW,MEAN,0.101610,0.119254,0.383094,0.000232,,0,5282,6.670000,0.695734737,197192.370,208512.933
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,200,0.686322,0.095945,0.162451,0.170145,13,0,4276,7.438000,0.307542034,59948.763,132245.057
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,201,0.636448,0.009550,0.185666,0.319019,7,6,4415,7.592000,0.290595510,37453.044,60143.867
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,202,0.639263,0.053230,0.172565,0.121705,19,0,4236,7.592000,0.296250130,46000.906,127837.106
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,203,0.665121,0.061412,0.178733,0.200569,8,0,4392,7.562000,0.296232885,39486.212,99158.107
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,204,0.647376,0.076374,0.172319,0.182673,11,0,4363,7.480000,0.330895641,99769.738,149833.281
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,205,0.656239,0.078576,0.181731,0.142039,14,0,4303,7.590000,0.309133108,57231.411,117473.229
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,206,0.672948,0.060396,0.188625,0.301408,8,1,4402,7.590000,0.301617624,50016.590,77809.403
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,207,0.666658,0.077468,0.181036,0.161890,10,0,4328,7.548000,0.308341118,40383.049,105713.078
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,208,0.666645,0.045340,0.181999,0.233690,6,1,4517,7.648000,0.292314651,37838.819,88062.737
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,209,0.682915,0.107705,0.190914,0.309022,7,1,4183,7.580000,0.294897488,36309.932,61158.619
2,GPU_Stress,SA_Energy_Dominance_PC_190kW,MEAN,0.661994,0.066600,0.179604,0.214216,,9,4341,7.438000,0.290595510,36309.932,109477.978
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,200,0.606619,0.124842,0.597544,0.250179,6,0,4285,10.644000,0.307542034,59948.763,75748.255
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,201,0.536573,0.000000,0.648273,0.001136,6,6,4363,11.044000,0.290595510,37453.044,42426.462
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,202,0.529355,0.014573,0.640160,0.188205,8,0,4203,11.126000,0.296250130,46000.906,56201.138
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,203,0.574995,0.060608,0.627575,0.254339,5,0,4379,10.896000,0.296232885,39486.212,46537.527
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,204,0.568170,0.091434,0.567738,0.303548,4,0,4332,10.410000,0.330895641,99769.738,106475.602
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,205,0.579291,0.064045,0.597652,0.188527,8,0,4288,10.160000,0.309133108,57231.411,64750.587
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,206,0.606567,0.059578,0.600873,0.207853,7,1,4361,9.876000,0.301617624,50016.590,64514.865
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,207,0.597143,0.084470,0.595094,0.229257,5,0,4343,9.924000,0.308341118,40383.049,48662.821
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,208,0.582396,0.032759,0.631479,0.288740,4,1,4485,10.666000,0.292314651,37838.819,39024.772
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,209,0.615439,0.114966,0.616551,0.195039,6,1,4188,9.884000,0.294897488,36309.932,43586.178
2,GPU_Stress,SA_Energy_Dominance_PC_120kW,MEAN,0.579655,0.064728,0.612294,0.210682,,9,4322,9.876000,0.290595510,36309.932,59419.709
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,200,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,201,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,202,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,203,0.000000,1.185331,1.266062,0.000000,1,0,2,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,204,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,205,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,206,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,207,0.000000,1.185331,1.266062,0.000000,1,0,2,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,208,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,209,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_190kW,MEAN,0.000000,1.185331,1.266062,0.000000,,0,2,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,200,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,201,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,202,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,203,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,204,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,205,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,206,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,207,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,208,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,209,0.000000,1.185331,1.266062,0.000000,1,0,3,202.600000,1.875709877,27647.416,27647.416
2,GPU_Stress,WorkloadAware_Admission_PC_120kW,MEAN,0.000000,1.185331,1.266062,0.000000,,0,3,202.600000,1.875709877,27647.416,27647.416
3,CPU_Stress,GA_WaitingTime_Dominance,200,0.315211,0.022048,0.232772,0.007733,23,0,1827,4.646000,0.418584141,193054.447,203265.029
3,CPU_Stress,GA_WaitingTime_Dominance,201,0.309216,0.022266,0.233695,0.020811,20,0,1813,4.626000,0.419999660,197410.932,204434.768
3,CPU_Stress,GA_WaitingTime_Dominance,202,0.290868,0.015278,0.253313,0.005785,25,1,1809,4.606000,0.429189389,198333.610,209189.489
3,CPU_Stress,GA_WaitingTime_Dominance,203,0.311175,0.028635,0.229350,0.015792,30,0,1815,4.610000,0.418706415,188603.906,204079.268
3,CPU_Stress,GA_WaitingTime_Dominance,204,0.301337,0.010890,0.245912,0.009263,20,8,1837,4.622000,0.425560988,189162.095,201413.682
3,CPU_Stress,GA_WaitingTime_Dominance,205,0.297096,0.011088,0.242212,0.013738,31,2,1832,4.614000,0.427166671,190774.595,207304.882
3,CPU_Stress,GA_WaitingTime_Dominance,206,0.321416,0.014921,0.226274,0.014735,30,2,1833,4.612000,0.416324794,184784.003,199892.514
3,CPU_Stress,GA_WaitingTime_Dominance,207,0.294092,0.016268,0.249338,0.006325,33,4,1831,4.590000,0.427908185,191292.569,204226.909
3,CPU_Stress,GA_WaitingTime_Dominance,208,0.284813,0.012886,0.258633,0.006272,25,1,1826,4.644000,0.431647577,186598.916,203104.275
3,CPU_Stress,GA_WaitingTime_Dominance,209,0.284909,0.016604,0.259116,0.005951,28,3,1837,4.600000,0.431647577,189070.284,199926.383
3,CPU_Stress,GA_WaitingTime_Dominance,MEAN,0.301013,0.017088,0.243061,0.010641,,21,1826,4.590000,0.416324794,184784.003,203707.322
3,CPU_Stress,GA_Energy_Dominance,200,0.698688,0.118219,0.120287,0.019411,66,0,1945,5.592000,0.181481817,40289.768,85960.355
3,CPU_Stress,GA_Energy_Dominance,201,0.697717,0.114893,0.106091,0.011229,62,1,1905,5.544000,0.179071354,41665.493,83681.511
3,CPU_Stress,GA_Energy_Dominance,202,0.706188,0.110609,0.121657,0.013800,70,2,1904,5.592000,0.178826723,41261.921,83341.501
3,CPU_Stress,GA_Energy_Dominance,203,0.693817,0.114284,0.124703,0.023158,54,0,1948,5.592000,0.181534124,44766.370,84023.370
3,CPU_Stress,GA_Energy_Dominance,204,0.705046,0.117308,0.122837,0.019247,58,1,1911,5.592000,0.172298041,37959.957,79667.263
3,CPU_Stress,GA_Energy_Dominance,205,0.719232,0.086959,0.086100,0.008906,88,2,1974,5.530000,0.180354330,44254.136,91995.630
3,CPU_Stress,GA_Energy_Dominance,206,0.697924,0.114288,0.109746,0.010127,61,0,1929,5.554000,0.174741951,39476.309,88935.480
3,CPU_Stress,GA_Energy_Dominance,207,0.686465,0.121959,0.108862,0.013242,55,0,1903,5.570000,0.179247787,41806.993,84603.707
3,CPU_Stress,GA_Energy_Dominance,208,0.695172,0.117340,0.123829,0.014887,57,0,1941,5.592000,0.181028318,42413.493,86119.772
3,CPU_Stress,GA_Energy_Dominance,209,0.694884,0.128314,0.122152,0.013005,64,1,1934,5.592000,0.180405982,46269.396,82044.317
3,CPU_Stress,GA_Energy_Dominance,MEAN,0.699513,0.114417,0.114626,0.014701,,7,1929,5.530000,0.172298041,37959.957,85333.941
3,CPU_Stress,SA_WaitingTime_Dominance,200,0.286343,0.021477,0.258809,0.045101,26,0,776,4.860000,0.427454958,197062.136,203630.171
3,CPU_Stress,SA_WaitingTime_Dominance,201,0.280497,0.023926,0.262588,0.046234,14,0,771,5.098000,0.429638995,165665.559,200900.906
3,CPU_Stress,SA_WaitingTime_Dominance,202,0.281654,0.027115,0.261248,0.045522,21,0,768,5.174000,0.428464471,197809.268,207385.398
3,CPU_Stress,SA_WaitingTime_Dominance,203,0.284021,0.042953,0.259091,0.016770,30,0,790,4.990000,0.428075072,179926.876,203518.748
3,CPU_Stress,SA_WaitingTime_Dominance,204,0.284145,0.028196,0.260115,0.075844,9,0,777,5.070000,0.426706276,197999.370,201632.092
3,CPU_Stress,SA_WaitingTime_Dominance,205,0.283666,0.026110,0.259450,0.055829,16,0,779,4.788000,0.428075072,193460.626,200643.712
3,CPU_Stress,SA_WaitingTime_Dominance,206,0.285704,0.025117,0.257972,0.046601,20,0,796,4.826000,0.427571347,196439.753,205468.447
3,CPU_Stress,SA_WaitingTime_Dominance,207,0.282396,0.023910,0.260825,0.042292,25,0,803,4.792000,0.429069437,198130.656,201828.729
3,CPU_Stress,SA_WaitingTime_Dominance,208,0.292709,0.023306,0.253967,0.057382,14,0,774,4.952000,0.424859527,196969.656,200655.952
3,CPU_Stress,SA_WaitingTime_Dominance,209,0.312313,0.023414,0.250258,0.044317,28,0,810,4.834000,0.426735382,198082.610,202159.848
3,CPU_Stress,SA_WaitingTime_Dominance,MEAN,0.287345,0.026552,0.258432,0.047589,,0,784,4.788000,0.424859527,165665.559,203012.554
3,CPU_Stress,SA_Energy_Dominance,200,0.722120,0.098046,0.128530,0.073153,28,1,875,5.530000,0.178224688,49662.819,106285.243
3,CPU_Stress,SA_Energy_Dominance,201,0.707258,0.091108,0.133999,0.094426,21,1,866,5.558000,0.176944521,37057.018,110030.151
3,CPU_Stress,SA_Energy_Dominance,202,0.690337,0.130798,0.117821,0.006089,49,0,901,5.534000,0.175502163,45446.794,117150.428
3,CPU_Stress,SA_Energy_Dominance,203,0.704693,0.099104,0.116757,0.087616,17,2,885,5.530000,0.191829762,54755.911,94316.512
3,CPU_Stress,SA_Energy_Dominance,204,0.714350,0.123110,0.114137,0.072338,34,2,884,5.508000,0.171354134,34928.013,112527.376
3,CPU_Stress,SA_Energy_Dominance,205,0.722889,0.026139,0.134000,0.002610,17,3,862,5.480000,0.184826648,44891.830,96348.213
3,CPU_Stress,SA_Energy_Dominance,206,0.704516,0.071354,0.136483,0.088758,20,0,868,5.560000,0.188661340,56798.166,109107.326
3,CPU_Stress,SA_Energy_Dominance,207,0.700626,0.078623,0.146873,0.136922,11,1,880,5.568000,0.180942718,45147.493,87575.647
3,CPU_Stress,SA_Energy_Dominance,208,0.702276,0.011660,0.144259,0.125849,18,5,851,5.568000,0.177302657,31359.763,92805.114
3,CPU_Stress,SA_Energy_Dominance,209,0.686966,0.137558,0.141465,0.005505,49,7,1392,5.568000,0.163137335,32283.462,108276.300
3,CPU_Stress,SA_Energy_Dominance,MEAN,0.705603,0.086750,0.131432,0.069326,,18,926,5.480000,0.163137335,31359.763,106574.931
3,CPU_Stress,NSGA-II,200,0.580192,0.015651,0.087139,0.008109,40,0,2510,5.104000,0.299813523,106283.299,151094.667
3,CPU_Stress,NSGA-II,201,0.591605,0.017079,0.088251,0.008597,44,0,2494,5.296000,0.290897827,94404.472,129610.362
3,CPU_Stress,NSGA-II,202,0.590502,0.016377,0.076579,0.013040,50,0,2485,5.122000,0.294138044,96726.472,139676.931
3,CPU_Stress,NSGA-II,203,0.616068,0.022270,0.064068,0.008114,54,0,2536,5.142000,0.277660047,95156.814,141141.423
3,CPU_Stress,NSGA-II,204,0.595946,0.025350,0.067103,0.011283,56,0,2516,5.114000,0.288658684,93979.314,139742.434
3,CPU_Stress,NSGA-II,205,0.595366,0.009997,0.084105,0.007645,34,2,2446,5.286000,0.291618955,102408.758,134126.529
3,CPU_Stress,NSGA-II,206,0.583425,0.012931,0.085460,0.008280,38,0,2480,5.236000,0.297326601,97050.503,142744.560
3,CPU_Stress,NSGA-II,207,0.594667,0.024261,0.076306,0.006290,59,0,2552,5.082000,0.289822207,102194.044,146891.166
3,CPU_Stress,NSGA-II,208,0.577172,0.013464,0.086456,0.009091,46,1,2433,5.230000,0.300687478,104489.697,139527.260
3,CPU_Stress,NSGA-II,209,0.577262,0.023764,0.073924,0.006653,52,0,2535,5.082000,0.300282565,90487.432,142113.064
