Algorithm,Makespan,Energy
SA_Energy_Dominance,93.200000,0.051478147
SA_Energy_Dominance,93.400000,0.051434466
SA_Energy_Dominance,94.200000,0.050023749
NSGA-II,18.035714,0.062421950
NSGA-II,18.071429,0.062350114
NSGA-II,18.107143,0.062174901
NSGA-II,18.285714,0.062120370
NSGA-II,20.000000,0.061996692
NSGA-II,20.928571,0.061869538
NSGA-II,21.000000,0.061822566
NSGA-II,21.928571,0.061800653
NSGA-II,22.333333,0.061498725
NSGA-II,24.285714,0.061427228
NSGA-II,27.285714,0.061352213
NSGA-II,34.050000,0.061311034
NSGA-II,34.100000,0.061082466
NSGA-II,34.250000,0.060855135
NSGA-II,35.050000,0.060822687
NSGA-II,36.000000,0.060813630
NSGA-II,37.250000,0.060806602
NSGA-II,38.100000,0.060785417
NSGA-II,40.050000,0.060557116
NSGA-II,46.050000,0.060215172
NSGA-II,60.200000,0.060150616
NSGA-II,62.000000,0.059925657
NSGA-II,62.050000,0.059587716
NSGA-II,63.600000,0.059359310
NSGA-II,64.400000,0.059256774
NSGA-II,65.200000,0.059121714
NSGA-II,66.600000,0.058998013
NSGA-II,80.000000,0.057555395
NSGA-II,81.000000,0.057343488
NSGA-II,87.200000,0.057204869
NSGA-II,89.000000,0.057102261
NSGA-II,89.600000,0.057089396
NSGA-II,90.400000,0.056890018
NSGA-II,90.600000,0.056708846
NSGA-II,91.000000,0.056569433
NSGA-II,91.600000,0.056502633
NSGA-II,92.600000,0.056185559
NSGA-II,93.400000,0.056092325
NSGA-II,93.600000,0.056046001
NSGA-II,115.000000,0.056021038
NSGA-II,115.600000,0.055602358
NSGA-II,141.200000,0.055523434
NSGA-II,143.000000,0.055090761
NSGA-II,143.400000,0.055038797
NSGA-II,144.000000,0.054795450
NSGA-II,144.600000,0.054777734
NSGA-II,146.000000,0.054744609
SPEA-II,17.928571,0.061670270
SPEA-II,18.107143,0.061497112
SPEA-II,20.000000,0.060713362
SPEA-II,21.000000,0.060514121
SPEA-II,21.150000,0.060511816
SPEA-II,22.000000,0.060424796
SPEA-II,22.050000,0.060191076
SPEA-II,23.285714,0.060072709
SPEA-II,25.500000,0.060010987
SPEA-II,26.285714,0.059934130
SPEA-II,32.500000,0.059855378
SPEA-II,33.000000,0.059448329
SPEA-II,34.050000,0.059394473
SPEA-II,35.000000,0.059380566
SPEA-II,35.050000,0.059378423
SPEA-II,35.150000,0.059162399
SPEA-II,36.250000,0.059044347
SPEA-II,62.000000,0.058697459
SPEA-II,80.000000,0.057595839
SPEA-II,82.400000,0.057447219
SPEA-II,83.000000,0.057433042
SPEA-II,83.400000,0.057317737
SPEA-II,84.000000,0.057317119
SPEA-II,84.200000,0.056982664
SPEA-II,84.600000,0.056808500
SPEA-II,85.400000,0.056760950
SPEA-II,86.200000,0.056501664
SPEA-II,88.400000,0.056313777
SPEA-II,141.000000,0.055849755
SPEA-II,142.000000,0.055636515
SPEA-II,145.400000,0.055627835
SPEA-II,168.000000,0.055557335
SPEA-II,168.400000,0.055459893
SPEA-II,170.000000,0.055245102
SPEA-II,170.400000,0.055221701
SPEA-II,172.400000,0.055024106
SPEA-II,173.200000,0.055015807
AMOSA,18.400000,0.061559102
AMOSA,19.600000,0.061377832
AMOSA,20.000000,0.061339740
AMOSA,20.200000,0.061251942
AMOSA,20.928571,0.061233117
AMOSA,23.285714,0.061047057
