Scenario,ScenarioName,Algorithm,CapWatts,NumSeeds,MeanFeasibilityRate,StdFeasibilityRate,MinFeasibilityRate,MaxFeasibilityRate,TotalSolutionsAcrossSeeds,TotalFeasibleAcrossSeeds
3,CPU_Stress,GA_Energy_Dominance_PC90,14566.4,10,0.8262,0.0600,0.7300,0.9072,899,743
3,CPU_Stress,SA_WaitingTime_Dominance_PC90,17961.8,10,1.0000,0.0000,1.0000,1.0000,224,224
3,CPU_Stress,SA_WaitingTime_Dominance_PC90,16112.9,10,0.1123,0.1052,0.0000,0.3333,224,25
3,CPU_Stress,SA_WaitingTime_Dominance_PC90,14566.4,10,0.0000,0.0000,0.0000,0.0000,224,0
3,CPU_Stress,SA_Energy_Dominance_PC90,17961.8,10,1.0000,0.0000,1.0000,1.0000,1162,1162
3,CPU_Stress,SA_Energy_Dominance_PC90,16112.9,10,0.8118,0.1503,0.5948,1.0000,1162,940
3,CPU_Stress,SA_Energy_Dominance_PC90,14566.4,10,0.3337,0.1784,0.1860,0.6239,1162,387
3,CPU_Stress,NSGA-II_PC90,17961.8,10,1.0000,0.0000,1.0000,1.0000,522,522
3,CPU_Stress,NSGA-II_PC90,16112.9,10,0.7486,0.1215,0.5814,0.8929,522,393
3,CPU_Stress,NSGA-II_PC90,14566.4,10,0.3488,0.1342,0.0000,0.4754,522,186
3,CPU_Stress,SPEA-II_PC90,17961.8,10,1.0000,0.0000,1.0000,1.0000,488,488
3,CPU_Stress,SPEA-II_PC90,16112.9,10,0.6562,0.1163,0.5306,0.8837,488,319
3,CPU_Stress,SPEA-II_PC90,14566.4,10,0.0419,0.0554,0.0000,0.1277,488,20
3,CPU_Stress,AMOSA_PC90,17961.8,10,1.0000,0.0000,1.0000,1.0000,260,260
3,CPU_Stress,AMOSA_PC90,16112.9,10,0.7538,0.0770,0.6500,0.8750,260,196
3,CPU_Stress,AMOSA_PC90,14566.4,10,0.1622,0.0953,0.0000,0.2917,260,43
3,CPU_Stress,GA_WaitingTime_Dominance_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,152,152
3,CPU_Stress,GA_WaitingTime_Dominance_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,152,152
3,CPU_Stress,GA_WaitingTime_Dominance_PC60,14566.4,10,0.0000,0.0000,0.0000,0.0000,152,0
3,CPU_Stress,GA_Energy_Dominance_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,908,908
3,CPU_Stress,GA_Energy_Dominance_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,908,908
3,CPU_Stress,GA_Energy_Dominance_PC60,14566.4,10,0.8248,0.0623,0.7282,0.9072,908,749
3,CPU_Stress,SA_WaitingTime_Dominance_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,52,52
3,CPU_Stress,SA_WaitingTime_Dominance_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,52,52
3,CPU_Stress,SA_WaitingTime_Dominance_PC60,14566.4,10,0.0000,0.0000,0.0000,0.0000,52,0
3,CPU_Stress,SA_Energy_Dominance_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,1051,1051
3,CPU_Stress,SA_Energy_Dominance_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,1051,1051
3,CPU_Stress,SA_Energy_Dominance_PC60,14566.4,10,0.3891,0.1636,0.2119,0.6239,1051,413
3,CPU_Stress,NSGA-II_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,535,535
3,CPU_Stress,NSGA-II_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,535,535
3,CPU_Stress,NSGA-II_PC60,14566.4,10,0.4672,0.1585,0.1489,0.6538,535,253
3,CPU_Stress,SPEA-II_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,466,466
3,CPU_Stress,SPEA-II_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,466,466
3,CPU_Stress,SPEA-II_PC60,14566.4,10,0.1088,0.1600,0.0000,0.4706,466,55
3,CPU_Stress,AMOSA_PC60,17961.8,10,1.0000,0.0000,1.0000,1.0000,251,251
3,CPU_Stress,AMOSA_PC60,16112.9,10,1.0000,0.0000,1.0000,1.0000,251,251
3,CPU_Stress,AMOSA_PC60,14566.4,10,0.1713,0.0927,0.0000,0.2800,251,44
3,CPU_Stress,GA_WaitingTime_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,43,43
3,CPU_Stress,GA_WaitingTime_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,43,43
3,CPU_Stress,GA_WaitingTime_Dominance_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,43,43
3,CPU_Stress,GA_Energy_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,852,852
3,CPU_Stress,GA_Energy_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,852,852
3,CPU_Stress,GA_Energy_Dominance_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,852,852
3,CPU_Stress,SA_WaitingTime_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,11,11
3,CPU_Stress,SA_WaitingTime_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,11,11
3,CPU_Stress,SA_WaitingTime_Dominance_PC30,14566.4,10,0.0000,0.0000,0.0000,0.0000,11,0
3,CPU_Stress,SA_Energy_Dominance_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,627,627
3,CPU_Stress,SA_Energy_Dominance_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,627,627
3,CPU_Stress,SA_Energy_Dominance_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,627,627
3,CPU_Stress,NSGA-II_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,459,459
3,CPU_Stress,NSGA-II_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,459,459
3,CPU_Stress,NSGA-II_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,459,459
3,CPU_Stress,SPEA-II_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,440,440
3,CPU_Stress,SPEA-II_PC30,16112.9,10,1.0000,0.0000,1.0000,1.0000,440,440
3,CPU_Stress,SPEA-II_PC30,14566.4,10,1.0000,0.0000,1.0000,1.0000,440,440
3,CPU_Stress,AMOSA_PC30,17961.8,10,1.0000,0.0000,1.0000,1.0000,269,269
