Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed
SA_WaitingTime_Dominance,203,0.144717,0.010587,0.553523,0.001228,15,15,9,2382,0.267771
SA_WaitingTime_Dominance,204,0.101700,0.012392,0.587899,0.002058,28,28,0,2531,0.230986
SA_WaitingTime_Dominance,205,0.113545,0.014517,0.576119,0.008225,16,16,3,2558,0.241222
SA_WaitingTime_Dominance,206,0.102921,0.008442,0.588061,0.003540,32,32,0,2693,0.224842
SA_WaitingTime_Dominance,207,0.111679,0.017376,0.579482,0.002518,25,25,4,2550,0.239562
SA_WaitingTime_Dominance,208,0.094728,0.008743,0.597229,0.002439,21,21,0,1807,0.224932
SA_WaitingTime_Dominance,209,0.104324,0.013418,0.583666,0.002088,25,25,2,1807,0.233252
SA_WaitingTime_Dominance,MEAN,0.109808,0.012199,0.581620,0.003410,23,23,18,2411,0.237201
SA_WaitingTime_Dominance,STDDEV,0.015541,0.003270,0.014325,0.002063,,,,,0.013807
SA_Energy_Dominance,200,0.506998,0.118436,0.253997,0.002988,112,113,0,2025,0.574970
SA_Energy_Dominance,201,0.557386,0.122585,0.200484,0.003217,119,119,0,2054,0.621885
SA_Energy_Dominance,202,0.495746,0.095383,0.281411,0.001687,107,109,0,1954,0.563512
SA_Energy_Dominance,203,0.536902,0.125743,0.229097,0.004747,115,117,0,2039,0.602529
SA_Energy_Dominance,204,0.560192,0.136077,0.191722,0.003210,127,129,0,2108,0.626251
SA_Energy_Dominance,205,0.545206,0.098885,0.256644,0.001420,125,127,0,2057,0.607353
SA_Energy_Dominance,206,0.543257,0.126567,0.244425,0.002634,108,109,2,2640,0.608046
SA_Energy_Dominance,207,0.562847,0.133015,0.216100,0.004441,83,84,3,3001,0.626078
SA_Energy_Dominance,208,0.531198,0.161918,0.188569,0.005201,129,129,0,3360,0.605814
SA_Energy_Dominance,209,0.533200,0.101906,0.257683,0.002909,126,127,0,2883,0.596502
SA_Energy_Dominance,MEAN,0.537293,0.122052,0.232013,0.003245,115,116,5,2412,0.603294
SA_Energy_Dominance,STDDEV,0.020922,0.018993,0.030182,0.001176,,,,,0.019669
NSGA-II,200,0.559118,0.005696,0.279891,0.006689,45,45,21,8688,0.621634
NSGA-II,201,0.569114,0.010806,0.268007,0.010844,51,51,0,8618,0.630451
NSGA-II,202,0.573357,0.015300,0.252935,0.004214,59,59,0,8850,0.634336
NSGA-II,203,0.556041,0.017389,0.266829,0.004251,56,56,0,8466,0.619212
NSGA-II,204,0.558024,0.016880,0.258028,0.004638,58,58,0,8593,0.620863
NSGA-II,205,0.511008,0.012393,0.303289,0.003151,55,55,0,10047,0.580332
NSGA-II,206,0.539330,0.010806,0.282643,0.003861,48,48,0,8649,0.604650
NSGA-II,207,0.540927,0.017188,0.280861,0.003641,55,55,0,6420,0.606343
NSGA-II,208,0.554003,0.010470,0.274928,0.005984,54,54,0,6289,0.617433
NSGA-II,209,0.528565,0.014109,0.281916,0.005702,50,50,0,9468,0.595413
NSGA-II,MEAN,0.548949,0.013104,0.274933,0.005297,53,53,21,8408,0.613067
NSGA-II,STDDEV,0.018100,0.003578,0.013621,0.002132,,,,,0.015636
SPEA-II,200,0.537801,0.012302,0.280725,0.005340,57,57,0,10689,0.603509
SPEA-II,201,0.484480,0.014216,0.317239,0.009343,49,49,0,9555,0.557543
SPEA-II,202,0.528203,0.015576,0.288480,0.003844,55,55,0,10419,0.595324
SPEA-II,203,0.516092,0.017484,0.296276,0.009030,46,46,0,10071,0.584894
SPEA-II,204,0.508563,0.011820,0.304296,0.004714,49,49,5,9471,0.578347
SPEA-II,205,0.505698,0.014475,0.307770,0.003386,42,42,0,8992,0.575983
SPEA-II,206,0.491651,0.011376,0.318381,0.003239,47,47,0,8250,0.563797
SPEA-II,207,0.468818,0.011498,0.336952,0.006741,36,36,0,7930,0.544149
SPEA-II,208,0.513689,0.013800,0.297952,0.005141,53,53,4,8255,0.582988
SPEA-II,209,0.540569,0.019025,0.274911,0.004058,52,52,0,8270,0.606133
SPEA-II,MEAN,0.509556,0.014157,0.302298,0.005483,49,49,9,9190,0.579267
SPEA-II,STDDEV,0.021890,0.002464,0.017828,0.002096,,,,,0.018892
AMOSA,200,0.212459,0.058033,0.475381,0.005615,25,25,0,6891,0.324152
AMOSA,201,0.212316,0.055136,0.475830,0.006340,26,26,0,6974,0.324041
AMOSA,202,0.213379,0.059633,0.476606,0.002460,25,25,0,7209,0.325007
AMOSA,203,0.212731,0.062857,0.476009,0.005909,23,23,0,7147,0.324363
AMOSA,204,0.212427,0.059958,0.474057,0.005163,26,26,0,7032,0.324137
AMOSA,205,0.211040,0.061743,0.477025,0.003998,28,28,0,6830,0.323047
AMOSA,206,0.221586,0.040624,0.475734,0.011268,20,20,0,7092,0.331937
AMOSA,207,0.218968,0.061790,0.473535,0.007179,24,24,0,6786,0.329715
AMOSA,208,0.212748,0.060469,0.472314,0.010862,26,26,0,6583,0.324407
AMOSA,209,0.213167,0.053227,0.472424,0.006051,26,26,0,6584,0.324723
AMOSA,MEAN,0.214082,0.057347,0.474891,0.006484,25,25,0,6912,0.325553
AMOSA,STDDEV,0.003207,0.006271,0.001607,0.002607,,,,,0.002726
GA_WaitingTime_Dominance_PC90,200,0.169218,0.023989,0.522289,0.007849,22,22,0,6476,0.272131
GA_WaitingTime_Dominance_PC90,201,0.134802,0.026796,0.536474,0.017927,13,13,0,6343,0.258815
GA_WaitingTime_Dominance_PC90,202,0.169653,0.045715,0.509324,0.011100,9,9,2,6511,0.288771
GA_WaitingTime_Dominance_PC90,203,0.146528,0.009675,0.545575,0.027882,6,6,3,6527,0.268716
GA_WaitingTime_Dominance_PC90,204,0.133093,0.019744,0.543258,0.024728,18,18,0,8259,0.257362
GA_WaitingTime_Dominance_PC90,205,0.140104,0.013658,0.544219,0.028455,11,11,0,8043,0.263375
GA_WaitingTime_Dominance_PC90,206,0.156245,0.030598,0.524683,0.009079,21,21,0,6353,0.277435
GA_WaitingTime_Dominance_PC90,207,0.159480,0.042765,0.517768,0.013819,9,9,0,7949,0.280167
GA_WaitingTime_Dominance_PC90,208,0.142010,0.026696,0.532909,0.007591,25,25,0,8995,0.265116
GA_WaitingTime_Dominance_PC90,209,0.144959,0.033046,0.535764,0.016122,9,9,0,9193,0.267498
GA_WaitingTime_Dominance_PC90,MEAN,0.149609,0.027268,0.531226,0.016455,14,14,5,7464,0.269939
GA_WaitingTime_Dominance_PC90,STDDEV,0.012645,0.010898,0.011636,0.007668,,,,,0.009359
GA_Energy_Dominance_PC90,200,0.682747,0.057193,0.076319,0.005947,100,100,1,10390,0.741938
GA_Energy_Dominance_PC90,201,0.670538,0.063220,0.085847,0.005638,88,88,5,10314,0.730745
GA_Energy_Dominance_PC90,202,0.683621,0.044771,0.079553,0.008931,88,88,13,10376,0.737329
GA_Energy_Dominance_PC90,203,0.670980,0.056151,0.083551,0.010644,89,89,0,10741,0.732762
GA_Energy_Dominance_PC90,204,0.689659,0.039224,0.076517,0.007364,93,93,15,10300,0.749264
GA_Energy_Dominance_PC90,205,0.658461,0.070428,0.090290,0.010654,85,85,0,10113,0.721835
GA_Energy_Dominance_PC90,206,0.631757,0.100015,0.107949,0.010265,91,91,0,10302,0.699178
GA_Energy_Dominance_PC90,207,0.700884,0.038033,0.068046,0.005593,97,97,23,10625,0.757522
GA_Energy_Dominance_PC90,208,0.685046,0.043203,0.080322,0.004696,92,92,1,10651,0.739816
GA_Energy_Dominance_PC90,209,0.680814,0.049409,0.083044,0.007527,76,76,20,10362,0.736929
GA_Energy_Dominance_PC90,MEAN,0.675451,0.056165,0.083144,0.007726,90,90,78,10417,0.734732
GA_Energy_Dominance_PC90,STDDEV,0.018252,0.017710,0.010066,0.002154,,,,,0.015067
SA_WaitingTime_Dominance_PC90,200,0.096505,0.009608,0.595460,0.002142,26,26,0,6518,0.226463
SA_WaitingTime_Dominance_PC90,201,0.131253,0.017622,0.559056,0.003730,24,24,0,6924,0.256328
SA_WaitingTime_Dominance_PC90,202,0.096711,0.009302,0.595711,0.006152,15,15,0,7024,0.226648
SA_WaitingTime_Dominance_PC90,203,0.144717,0.010587,0.553523,0.001228,15,15,9,6647,0.267771
SA_WaitingTime_Dominance_PC90,204,0.101698,0.012719,0.587899,0.002105,27,27,0,7052,0.230985
SA_WaitingTime_Dominance_PC90,205,0.113546,0.015337,0.576119,0.008464,15,15,4,4796,0.241223
SA_WaitingTime_Dominance_PC90,206,0.102921,0.008442,0.588061,0.003540,32,32,0,6376,0.224842
SA_WaitingTime_Dominance_PC90,207,0.111679,0.016847,0.579482,0.002713,24,24,4,7913,0.239562
SA_WaitingTime_Dominance_PC90,208,0.094728,0.008743,0.597229,0.002439,21,21,0,6979,0.224932
SA_WaitingTime_Dominance_PC90,209,0.104321,0.013316,0.583666,0.001839,25,25,2,6720,0.233250
SA_WaitingTime_Dominance_PC90,MEAN,0.109808,0.012252,0.581621,0.003435,22,22,19,6694,0.237200
SA_WaitingTime_Dominance_PC90,STDDEV,0.015541,0.003257,0.014326,0.002125,,,,,0.013807
SA_Energy_Dominance_PC90,200,0.506998,0.118436,0.253997,0.002988,112,113,0,6613,0.574970
SA_Energy_Dominance_PC90,201,0.557386,0.122585,0.200484,0.003217,119,119,0,6556,0.621885
SA_Energy_Dominance_PC90,202,0.495746,0.095383,0.281411,0.001687,107,109,0,6706,0.563512
SA_Energy_Dominance_PC90,203,0.536900,0.125968,0.229097,0.004746,114,116,0,7179,0.602527
SA_Energy_Dominance_PC90,204,0.560192,0.136077,0.191722,0.003210,127,129,0,6649,0.626251
SA_Energy_Dominance_PC90,205,0.545206,0.098885,0.256644,0.001420,125,127,0,6860,0.607353
SA_Energy_Dominance_PC90,206,0.543257,0.126567,0.244425,0.002634,108,109,2,6682,0.608046
SA_Energy_Dominance_PC90,207,0.562847,0.133015,0.216100,0.004441,83,84,3,6460,0.626078
SA_Energy_Dominance_PC90,208,0.531198,0.161918,0.188569,0.005201,129,129,0,6606,0.605814
SA_Energy_Dominance_PC90,209,0.533200,0.101906,0.257683,0.002909,126,127,0,6629,0.596502
SA_Energy_Dominance_PC90,MEAN,0.537293,0.122074,0.232013,0.003245,115,116,5,6694,0.603294
SA_Energy_Dominance_PC90,STDDEV,0.020922,0.018997,0.030182,0.001176,,,,,0.019669
NSGA-II_PC90,200,0.548743,0.010192,0.281222,0.005515,51,51,0,12601,0.612854
NSGA-II_PC90,201,0.558371,0.011294,0.277060,0.003699,56,56,0,12825,0.621126
NSGA-II_PC90,202,0.603738,0.009331,0.235010,0.005444,54,54,0,12642,0.660421
NSGA-II_PC90,203,0.553858,0.012846,0.275512,0.006015,54,54,0,12831,0.617396
NSGA-II_PC90,204,0.560914,0.011050,0.264568,0.005319,45,45,1,12784,0.623349
NSGA-II_PC90,205,0.506469,0.008725,0.307303,0.006092,43,43,6,12621,0.576440
NSGA-II_PC90,206,0.565477,0.011290,0.258335,0.003889,53,53,0,12702,0.627299
NSGA-II_PC90,207,0.601064,0.015052,0.237291,0.006909,51,51,0,12923,0.658545
NSGA-II_PC90,208,0.556045,0.015551,0.272043,0.005802,54,54,0,12823,0.619373
NSGA-II_PC90,209,0.548645,0.017256,0.269265,0.003521,61,61,0,12658,0.612967
NSGA-II_PC90,MEAN,0.560333,0.012259,0.267761,0.005220,52,52,7,12741,0.622977
NSGA-II_PC90,STDDEV,0.026089,0.002695,0.020030,0.001082,,,,,0.022587
SPEA-II_PC90,200,0.525760,0.014773,0.287662,0.004009,51,51,0,13453,0.593219
SPEA-II_PC90,201,0.505979,0.013809,0.307560,0.002930,49,49,0,13382,0.576033
SPEA-II_PC90,202,0.508643,0.008440,0.314538,0.002761,55,55,2,13509,0.578277
SPEA-II_PC90,203,0.505261,0.019805,0.307580,0.004012,48,48,2,13571,0.575669
SPEA-II_PC90,204,0.486509,0.009300,0.317802,0.003257,43,43,1,13496,0.559289
SPEA-II_PC90,205,0.482428,0.016595,0.314702,0.003434,49,49,0,12654,0.556014
SPEA-II_PC90,206,0.525214,0.016455,0.289549,0.007160,52,52,0,14306,0.592674
SPEA-II_PC90,207,0.510014,0.006533,0.317180,0.004840,43,43,16,13539,0.579407
SPEA-II_PC90,208,0.473692,0.013465,0.320841,0.002981,51,51,0,13478,0.548320
SPEA-II_PC90,209,0.520786,0.010107,0.297470,0.006280,47,47,0,13786,0.588822
SPEA-II_PC90,MEAN,0.504429,0.012928,0.307488,0.004166,49,49,21,13517,0.574772
SPEA-II_PC90,STDDEV,0.017194,0.003998,0.011382,0.001421,,,,,0.014784
AMOSA_PC90,200,0.212674,0.057655,0.475485,0.003225,30,30,0,13728,0.324319
AMOSA_PC90,201,0.212316,0.055136,0.475830,0.006340,26,26,0,13702,0.324041
AMOSA_PC90,202,0.213379,0.059633,0.476606,0.002460,25,25,0,13724,0.325007
AMOSA_PC90,203,0.212731,0.062857,0.476009,0.005909,23,23,0,13823,0.324363
AMOSA_PC90,204,0.212283,0.058283,0.474250,0.003619,30,30,0,13642,0.324034
AMOSA_PC90,205,0.211040,0.061743,0.477025,0.003998,28,28,0,13627,0.323047
AMOSA_PC90,206,0.221925,0.041512,0.477348,0.008664,20,20,0,13638,0.332180
AMOSA_PC90,207,0.218968,0.061790,0.473535,0.007179,24,24,0,13666,0.329715
AMOSA_PC90,208,0.212611,0.059805,0.473167,0.005839,28,28,0,13557,0.324290
AMOSA_PC90,209,0.213167,0.053227,0.472424,0.006051,26,26,0,13650,0.324723
AMOSA_PC90,MEAN,0.214109,0.057164,0.475168,0.005328,26,26,0,13675,0.325572
AMOSA_PC90,STDDEV,0.003291,0.005949,0.001630,0.001845,,,,,0.002786
GA_WaitingTime_Dominance_PC60,200,0.175007,0.025075,0.520068,0.038200,12,12,0,8567,0.270806
GA_WaitingTime_Dominance_PC60,201,0.131606,0.021496,0.546163,0.028368,16,16,0,8775,0.255135
GA_WaitingTime_Dominance_PC60,202,0.165565,0.055490,0.509697,0.013137,10,10,0,8615,0.284722
GA_WaitingTime_Dominance_PC60,203,0.115551,0.031351,0.561843,0.005826,11,11,0,8762,0.241366
GA_WaitingTime_Dominance_PC60,204,0.132163,0.024414,0.543955,0.030097,13,13,0,8614,0.255640
GA_WaitingTime_Dominance_PC60,205,0.139065,0.018678,0.545961,0.029725,9,9,0,8565,0.261921
GA_WaitingTime_Dominance_PC60,206,0.155299,0.026222,0.524886,0.016256,20,20,0,8529,0.275731
GA_WaitingTime_Dominance_PC60,207,0.157095,0.038571,0.517533,0.012868,20,20,0,8607,0.277373
GA_WaitingTime_Dominance_PC60,208,0.134762,0.027053,0.551302,0.007524,22,22,0,8578,0.242724
GA_WaitingTime_Dominance_PC60,209,0.143534,0.029096,0.535399,0.013981,19,19,0,8489,0.265451
GA_WaitingTime_Dominance_PC60,MEAN,0.144965,0.029744,0.535681,0.019598,15,15,0,8610,0.263087
GA_WaitingTime_Dominance_PC60,STDDEV,0.017115,0.010021,0.016054,0.010493,,,,,0.013797
GA_Energy_Dominance_PC60,200,0.682561,0.059164,0.077903,0.005092,103,103,1,10124,0.741784
GA_Energy_Dominance_PC60,201,0.669532,0.065149,0.087221,0.004839,92,92,5,10065,0.729962
GA_Energy_Dominance_PC60,202,0.683032,0.044383,0.078897,0.006920,90,90,13,10028,0.735145
GA_Energy_Dominance_PC60,203,0.670974,0.056063,0.083551,0.010782,88,88,0,10282,0.732758
GA_Energy_Dominance_PC60,204,0.689310,0.039349,0.077151,0.007252,93,93,15,10244,0.748992
GA_Energy_Dominance_PC60,205,0.658460,0.070368,0.090290,0.010673,84,84,0,10028,0.721834
GA_Energy_Dominance_PC60,206,0.631619,0.100226,0.108018,0.010541,91,91,0,10127,0.699070
GA_Energy_Dominance_PC60,207,0.700884,0.038033,0.068046,0.005593,97,97,23,10070,0.757522
GA_Energy_Dominance_PC60,208,0.685046,0.043203,0.080322,0.004696,92,92,1,10117,0.739816
GA_Energy_Dominance_PC60,209,0.680304,0.050847,0.083242,0.007326,78,78,20,9999,0.736532
GA_Energy_Dominance_PC60,MEAN,0.675172,0.056678,0.083464,0.007371,91,91,78,10108,0.734342
GA_Energy_Dominance_PC60,STDDEV,0.018240,0.017823,0.010014,0.002339,,,,,0.015050
SA_WaitingTime_Dominance_PC60,200,0.095109,0.020262,0.597744,0.010514,4,4,0,6523,0.223007
SA_WaitingTime_Dominance_PC60,201,0.093662,0.017947,0.598673,0.001247,4,4,0,6474,0.221795
SA_WaitingTime_Dominance_PC60,202,0.095802,0.019184,0.597569,0.010797,5,5,0,6472,0.223610
SA_WaitingTime_Dominance_PC60,203,0.101716,0.018939,0.592849,0.001752,8,8,0,6497,0.228655
SA_WaitingTime_Dominance_PC60,204,0.092407,0.018015,0.601465,0.000054,5,5,0,6840,0.220679
SA_WaitingTime_Dominance_PC60,205,0.099511,0.024216,0.589284,0.001529,7,7,0,6453,0.226792
SA_WaitingTime_Dominance_PC60,206,0.093234,0.024867,0.594460,0.002460,6,6,0,6391,0.221420
SA_WaitingTime_Dominance_PC60,207,0.092953,0.017675,0.601164,0.000357,3,3,0,6356,0.221167
SA_WaitingTime_Dominance_PC60,208,0.093753,0.017909,0.600315,0.000222,4,4,0,6503,0.221852
SA_WaitingTime_Dominance_PC60,209,0.093364,0.017944,0.600417,0.002851,6,6,0,6378,0.221528
SA_WaitingTime_Dominance_PC60,MEAN,0.095151,0.019696,0.597394,0.003178,5,5,0,6488,0.223051
SA_WaitingTime_Dominance_PC60,STDDEV,0.002932,0.002541,0.003812,0.003839,,,,,0.002508
SA_Energy_Dominance_PC60,200,0.505620,0.128722,0.255099,0.004457,77,78,0,6471,0.573898
SA_Energy_Dominance_PC60,201,0.556241,0.125558,0.201185,0.002856,99,99,0,6509,0.620994
SA_Energy_Dominance_PC60,202,0.495746,0.095383,0.281411,0.001687,107,109,0,6734,0.563512
SA_Energy_Dominance_PC60,203,0.535067,0.125684,0.230409,0.004645,101,104,0,6565,0.601101
SA_Energy_Dominance_PC60,204,0.559659,0.137432,0.192632,0.002556,128,130,0,6587,0.625836
SA_Energy_Dominance_PC60,205,0.542303,0.107970,0.258666,0.001813,95,95,0,6481,0.605094
SA_Energy_Dominance_PC60,206,0.543244,0.126232,0.244452,0.002644,109,110,2,6521,0.608036
SA_Energy_Dominance_PC60,207,0.562149,0.137030,0.216325,0.004439,80,81,3,6543,0.625535
SA_Energy_Dominance_PC60,208,0.530856,0.163866,0.188649,0.005367,117,118,0,6523,0.605548
SA_Energy_Dominance_PC60,209,0.533162,0.101976,0.257711,0.002664,126,127,0,6636,0.596473
SA_Energy_Dominance_PC60,MEAN,0.536405,0.124985,0.232654,0.003313,104,105,5,6557,0.602603
SA_Energy_Dominance_PC60,STDDEV,0.020790,0.018770,0.030207,0.001229,,,,,0.019596
NSGA-II_PC60,200,0.547941,0.019501,0.268590,0.005585,54,54,0,12650,0.612388
NSGA-II_PC60,201,0.530162,0.015135,0.287469,0.002837,48,48,0,12365,0.596929
NSGA-II_PC60,202,0.588176,0.017727,0.244001,0.006677,59,59,0,13325,0.647373
NSGA-II_PC60,203,0.596097,0.014857,0.242848,0.007450,53,53,0,12834,0.654010
NSGA-II_PC60,204,0.543623,0.012702,0.284615,0.005359,47,47,0,12803,0.608471
NSGA-II_PC60,205,0.573465,0.013535,0.259161,0.005520,54,54,0,12638,0.634292
NSGA-II_PC60,206,0.544436,0.015135,0.274547,0.003847,60,60,0,12749,0.609130
NSGA-II_PC60,207,0.533609,0.019819,0.277249,0.003771,55,55,0,12825,0.599975
NSGA-II_PC60,208,0.566442,0.016652,0.262676,0.003538,52,52,0,12829,0.628461
NSGA-II_PC60,209,0.557800,0.021099,0.254166,0.005232,53,53,0,12871,0.620930
NSGA-II_PC60,MEAN,0.558175,0.016616,0.265532,0.004982,54,54,0,12788,0.621196
NSGA-II_PC60,STDDEV,0.021293,0.002687,0.014931,0.001388,,,,,0.018468
SPEA-II_PC60,200,0.504242,0.014135,0.309014,0.002696,51,51,0,13682,0.574699
SPEA-II_PC60,201,0.503698,0.010482,0.308701,0.005029,42,42,0,13241,0.573994
SPEA-II_PC60,202,0.515338,0.015326,0.294309,0.003640,47,47,0,13278,0.584177
SPEA-II_PC60,203,0.521196,0.017486,0.289595,0.006676,49,49,0,13306,0.589351
SPEA-II_PC60,204,0.477559,0.015372,0.321939,0.003145,43,43,0,11398,0.551851
SPEA-II_PC60,205,0.476393,0.019936,0.308130,0.004291,51,51,0,11513,0.550649
SPEA-II_PC60,206,0.390264,0.011793,0.377567,0.006286,42,42,0,12900,0.476608
SPEA-II_PC60,207,0.450094,0.017524,0.337216,0.002112,54,54,0,13334,0.528103
SPEA-II_PC60,208,0.477011,0.010611,0.320562,0.003835,42,42,0,13283,0.551133
SPEA-II_PC60,209,0.454363,0.011903,0.340048,0.003225,45,45,0,13281,0.531618
SPEA-II_PC60,MEAN,0.477016,0.014457,0.320708,0.004094,47,47,0,12921,0.551218
SPEA-II_PC60,STDDEV,0.036930,0.003074,0.024465,0.001421,,,,,0.031775
AMOSA_PC60,200,0.211196,0.064243,0.477030,0.004222,25,25,0,13545,0.323169
AMOSA_PC60,201,0.216612,0.046533,0.474093,0.005067,25,25,0,13588,0.327641
AMOSA_PC60,202,0.212718,0.048956,0.470196,0.011048,24,24,0,13569,0.324444
AMOSA_PC60,203,0.213807,0.053999,0.472124,0.007829,25,25,0,13567,0.325220
AMOSA_PC60,204,0.211667,0.062117,0.476469,0.007566,23,23,0,13528,0.323535
AMOSA_PC60,205,0.211812,0.059435,0.476556,0.003236,29,29,0,14129,0.323648
AMOSA_PC60,206,0.212020,0.055693,0.475131,0.005800,28,28,0,11317,0.323840
AMOSA_PC60,207,0.222771,0.041240,0.469906,0.005678,20,20,0,11941,0.332929
AMOSA_PC60,208,0.213253,0.048601,0.474754,0.004822,30,30,0,13713,0.324769
AMOSA_PC60,209,0.211285,0.059415,0.473991,0.011126,22,22,0,13545,0.323288
AMOSA_PC60,MEAN,0.213714,0.054023,0.474025,0.006639,25,25,0,13244,0.325248
AMOSA_PC60,STDDEV,0.003385,0.007111,0.002417,0.002582,,,,,0.002850
GA_WaitingTime_Dominance_PC30,200,0.096307,0.125718,0.572591,0.006967,5,5,0,8530,0.213229
GA_WaitingTime_Dominance_PC30,201,0.114444,0.118141,0.550630,0.031267,6,6,0,8614,0.231106
GA_WaitingTime_Dominance_PC30,202,0.150004,0.118222,0.520723,0.045431,5,5,0,8694,0.260405
GA_WaitingTime_Dominance_PC30,203,0.143015,0.114780,0.549154,0.078411,3,3,0,8692,0.214209
GA_WaitingTime_Dominance_PC30,204,0.095037,0.116059,0.574445,0.040761,3,3,0,8658,0.209905
GA_WaitingTime_Dominance_PC30,205,0.124106,0.102954,0.548295,0.030163,4,4,0,8611,0.239029
GA_WaitingTime_Dominance_PC30,206,0.107618,0.137049,0.543569,0.036104,4,4,0,8573,0.224047
GA_WaitingTime_Dominance_PC30,207,0.098623,0.142695,0.558674,0.000000,2,2,0,8631,0.215810
GA_WaitingTime_Dominance_PC30,208,0.106227,0.117799,0.562608,0.017215,6,6,0,8629,0.225723
GA_WaitingTime_Dominance_PC30,209,0.096190,0.113469,0.572938,0.002176,5,5,0,8602,0.214596
GA_WaitingTime_Dominance_PC30,MEAN,0.113157,0.120689,0.555363,0.028849,4,4,0,8623,0.224806
GA_WaitingTime_Dominance_PC30,STDDEV,0.018870,0.011050,0.015758,0.022564,,,,,0.014711
GA_Energy_Dominance_PC30,200,0.677312,0.053091,0.080785,0.014635,90,90,2,10224,0.736327
GA_Energy_Dominance_PC30,201,0.665259,0.057026,0.090026,0.007371,82,82,5,10106,0.724811
GA_Energy_Dominance_PC30,202,0.679563,0.044505,0.082779,0.008675,91,91,15,7476,0.732295
GA_Energy_Dominance_PC30,203,0.665521,0.055930,0.092211,0.008600,84,84,0,9312,0.726436
GA_Energy_Dominance_PC30,204,0.685734,0.032747,0.079438,0.009509,83,83,15,10224,0.746210
GA_Energy_Dominance_PC30,205,0.653206,0.070497,0.095679,0.009894,79,79,0,10972,0.717726
GA_Energy_Dominance_PC30,206,0.626157,0.102504,0.111972,0.006928,95,95,0,10907,0.693770
GA_Energy_Dominance_PC30,207,0.698355,0.036135,0.065616,0.008736,91,91,22,10371,0.755311
GA_Energy_Dominance_PC30,208,0.683623,0.042195,0.080452,0.007004,90,90,1,10467,0.738709
GA_Energy_Dominance_PC30,209,0.675664,0.043909,0.089981,0.009824,67,67,21,9960,0.732165
GA_Energy_Dominance_PC30,MEAN,0.671039,0.053854,0.086894,0.009117,85,85,81,10001,0.730376
GA_Energy_Dominance_PC30,STDDEV,0.019105,0.019340,0.011652,0.002112,,,,,0.015908
SA_WaitingTime_Dominance_PC30,200,0.049917,0.027076,0.634321,0.000000,1,1,0,6918,0.183107
SA_WaitingTime_Dominance_PC30,201,0.024330,0.029655,0.656458,0.000000,1,1,0,6538,0.160947
