Algorithm,Seed,HV,GD,IGD,Spacing,NonDomSolutions,TotalSolutions,ParetoContribution,TimeMs,HV_fixed
SA_Energy_Dominance,209,0.434655,0.132295,0.263791,0.165886,9,9,1,2427,0.585049
SA_Energy_Dominance,MEAN,0.408486,0.121070,0.243230,0.071359,22,22,24,2310,0.567171
SA_Energy_Dominance,STDDEV,0.034949,0.036755,0.017993,0.050693,,,,,0.024381
NSGA-II,200,0.422858,0.077478,0.212318,0.005586,48,48,0,8160,0.581503
NSGA-II,201,0.379345,0.070353,0.274989,0.007290,37,37,0,8438,0.550028
NSGA-II,202,0.398576,0.071806,0.238227,0.006780,44,44,0,7996,0.573451
NSGA-II,203,0.380064,0.103750,0.237043,0.008937,40,40,0,8110,0.548778
NSGA-II,204,0.357689,0.077751,0.270416,0.007071,43,43,0,7906,0.541706
NSGA-II,205,0.437217,0.088087,0.206225,0.006002,47,47,0,7835,0.584961
NSGA-II,206,0.381608,0.136148,0.204821,0.017294,39,39,0,7758,0.565652
NSGA-II,207,0.415912,0.090559,0.202101,0.014759,42,42,0,7651,0.571729
NSGA-II,208,0.359738,0.100182,0.242535,0.008739,40,40,0,7994,0.548959
NSGA-II,209,0.366418,0.116316,0.249287,0.009073,39,39,0,7486,0.543561
NSGA-II,MEAN,0.389942,0.093243,0.233796,0.009153,42,42,0,7933,0.561033
NSGA-II,STDDEV,0.026177,0.020094,0.025397,0.003661,,,,,0.015419
SPEA-II,200,0.303252,0.076168,0.349207,0.009433,27,27,0,8234,0.506844
SPEA-II,201,0.197263,0.011362,0.524879,0.002747,9,9,0,7553,0.429600
SPEA-II,202,0.281080,0.069111,0.373584,0.007455,28,28,0,8252,0.490381
SPEA-II,203,0.260982,0.065938,0.400794,0.004656,16,16,0,7790,0.476384
SPEA-II,204,0.326525,0.107429,0.272705,0.010374,34,34,0,7364,0.525565
SPEA-II,205,0.251742,0.087962,0.412990,0.007367,20,20,0,5807,0.469770
SPEA-II,206,0.352042,0.090186,0.237911,0.016451,34,34,0,6323,0.543292
SPEA-II,207,0.211496,0.000000,0.534955,0.001024,5,5,5,5351,0.439651
SPEA-II,208,0.320656,0.102955,0.292533,0.006425,29,29,0,7213,0.520963
SPEA-II,209,0.323964,0.088773,0.300816,0.013055,21,21,0,8267,0.522658
SPEA-II,MEAN,0.282900,0.069988,0.370037,0.007899,22,22,5,7215,0.492511
SPEA-II,STDDEV,0.049088,0.034588,0.095990,0.004418,,,,,0.036234
AMOSA,200,0.011617,0.052015,0.687921,0.003493,4,4,0,7966,0.259271
AMOSA,201,0.025919,0.058498,0.684180,0.005701,4,4,0,7652,0.256823
AMOSA,202,0.029486,0.053341,0.671725,0.002024,7,7,0,6925,0.264716
AMOSA,203,0.034240,0.059341,0.664667,0.010560,6,6,0,7159,0.263216
AMOSA,204,0.028608,0.062164,0.684054,0.002719,3,3,0,7192,0.254592
AMOSA,205,0.017514,0.059207,0.667818,0.003326,5,5,0,7312,0.264742
AMOSA,206,0.024071,0.057463,0.660996,0.010295,10,10,0,7240,0.264209
AMOSA,207,0.013723,0.058101,0.684835,0.001218,7,7,0,7271,0.256866
AMOSA,208,0.041439,0.057677,0.637544,0.013172,9,9,0,6832,0.278586
AMOSA,209,0.038666,0.072122,0.622887,0.058917,5,5,0,7213,0.272475
AMOSA,MEAN,0.026528,0.058993,0.666663,0.011142,6,6,0,7276,0.263550
AMOSA,STDDEV,0.009572,0.005180,0.020540,0.016399,,,,,0.007053
Universal_Pareto,ALL,0.655298,0.000000,0.000000,0.000000,71,71,71,0,0.778687
