Algorithm,Makespan,Energy
SPEA-II,51.680000,0.056984426
SPEA-II,53.620000,0.056835880
SPEA-II,54.840000,0.056825144
SPEA-II,55.320000,0.056784096
SPEA-II,56.300000,0.056722612
SPEA-II,57.300000,0.056687591
SPEA-II,58.220000,0.056665159
SPEA-II,58.740000,0.056653541
SPEA-II,58.800000,0.056584673
SPEA-II,58.980000,0.056510940
SPEA-II,59.980000,0.056445495
SPEA-II,67.000000,0.056445165
SPEA-II,67.980000,0.056041055
SPEA-II,78.700000,0.055808292
SPEA-II,93.220000,0.055734097
SPEA-II,98.220000,0.055685235
SPEA-II,99.800000,0.055487729
SPEA-II,115.620000,0.055460164
SPEA-II,117.220000,0.055369166
AMOSA,17.985714,0.061566192
AMOSA,18.000000,0.061465735
AMOSA,18.545000,0.061371927
AMOSA,19.000000,0.061277515
AMOSA,21.425000,0.061246551
AMOSA,21.545000,0.061226466
AMOSA,23.745000,0.061155557
AMOSA,24.300000,0.061031685
AMOSA,31.710000,0.060965108
